concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
224,"Q fever, Laboratory Testing for",ready for review,,2024-07-10,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Coxiella burnetii, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  C. burnetii, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. q fever
2. coxiella
3. burnetii",,,,
225,Rabies,ready for review,,2024-07-10,,condition,Tuva-developed,,"Included:
1. Any disease described as ""rabies"", or infection with the ""rabies virus"" (aka Rabies lyssavirus).

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to rabies virus.
2. History of rabies.
3. Infection with viruses in the genus Lyssavirus other than the rabies virus, including Australian bat lyssavirus and Duvenhage lyssavirus.  There is some diversity of opinion as to whether the illnesses caused by such viruses, which bear clinical similarity to rabies, should be designated as ""rabies"" or merely ""rabies-like"" illness.","Candidate codes were identified for review based on ""contains"" searches for
1. rabies
2. lyssa
3. hydrophobia

And ICD-10-CM code ranges: A82*",14168008,Rabies (disorder),1,http://snomed.info/sct/731000124108/version/20240301
226,"Rabies, Laboratory Testing for",ready for review,,2024-07-11,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Coxiella burnetii, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  C. burnetii, e.g. tests for antibodies to that organism (while vaccines for rabies exist, they are not widely used, thus serologic test results are more likely to be relevant to diagnosis than for conditions where vaccination is widespread).","Candidate codes were identified for review based on ""contains"" searches for
1. rabies
2. lyssa
3. hydrophobia",,,,
227,Rubella,ready for review,,2024-07-11,,condition,Tuva-developed,,"Included:
1. Any disease described as ""rubella"" or ""German measles"", or infection with the rubella virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to the rubella virus.
2. History of rubella.","Candidate codes were identified for review based on ""contains"" searches for
1. rubella
2. german AND measles

And ICD-10-CM code ranges: B06*",36653000,Rubella (disorder),1,http://snomed.info/sct/731000124108/version/20240301
228,Congenital rubella syndrome,ready for review,,2024-07-11,,condition,Tuva-developed,,"Included:
1. Any disease described as ""congenital rubella syndrome"" or with clinical manifestations attributed to congenital infection with the rubella virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Clinical features that may typically occur with congenital rubella but which are not specifically noted to be congenital, e.g. ""rubella myocarditis"".
2. Codes that describe fetal effects of rubella, since such codes are likely to be used on the medical record of a pregnant patient rather than an infant.","Candidate codes were identified for review based on ""contains"" searches for
1. rubella
2. german AND measles

And ICD-10-CM code ranges: B06*",1857005,Congenital rubella syndrome (disorder),1,http://snomed.info/sct/731000124108/version/20240301
229,"Rubella, Laboratory Testing for",ready for review,,2024-07-11,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of the rubella virus, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to the rubella virus, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. rubella
2. german AND measles",,,,
230,"Salmonella enterica serotypes Paratyphi A, B (tartrate negative), and C infection",ready for review,,2024-07-12,,condition,Tuva-developed,,"Included:
1. Any disease due to any Salmonella enterica serotypes Paratyphi A, B (tartrate negative), or C.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to the aforementioned organisms.
2. History of infection due to aforementioned organisms.
3. ""Paratyphoid fever"", since that might be used to refer to disease due to tartrate-positive Salmonella enterica serotype B, which is not in scope for this concept.
","Candidate codes were identified for review based on ""contains"" searches for
1. paratyph

And ICD-10-CM code ranges: A01*",,,,
231,"Salmonella enterica serotypes Paratyphi A, B (tartrate negative), and C infection, Laboratory Testing for",ready for review,,2024-07-12,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Salmonella enterica serotypes Paratyphi A, B (tartrate negative), or C, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  the aforementioned organisms, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. paratyph",,,,
232,Salmonella enterica serotype Typhi infection,ready for review,,2024-07-12,,condition,Tuva-developed,,"Included:
1. Any illness described as ""typhoid fever"" or merely ""typhoid"", or due to Salmonella enterica serotype Typhi, formerly known as Salmonella typhi.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to S. enterica serotype Typhi.
2. History of infection due to S. enterica serotype Typhi.
3. ""Carrier"" states for S. enterica serotype Typhi.","Candidate codes were identified for review based on ""contains"" searches for
1. typh",4834000,Typhoid fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
233,"Salmonella enterica serotype Typhi infection, Laboratory Testing for",ready for review,,2024-07-15,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Salmonella enterica serotype Typhi, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to Salmonella enterica serotype Typhi, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. typh",,,,
234,Salmonellosis,ready for review,,2024-07-15,,condition,Tuva-developed,,"Included:
1. Illness due to any species of Salmonella, asymptomatic carriage of any Salmonella species, or any diagnostic test confirming the presence of any Salmonella species.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Salmonella.
2. History of infection due to or carriage of Salmonella.","Candidate codes were identified for review based on ""contains"" searches for
1. salmonell
2. typhi
3. typhoid

And ICD-10-CM code ranges: A01*, A02*",302231008,Salmonella infection (disorder),1,http://snomed.info/sct/731000124108/version/20240301
235,"Salmonellosis, Laboratory Testing for",ready for review,,2024-07-16,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of any Salmonella species, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  any Salmonella species, e.g. tests for antibodies to that organism, except for antibodies to Salmonella enterica serotype Typhi, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. salmonell
2. typhi
3. typhoid",,,,
236,Severe acute respiratory syndrome-associated coronavirus disease,ready for review,,2024-07-16,,condition,Tuva-developed,,"Included:
1. Any disease described as ""Severe Acute Respiratory Syndrome"" (SARS) or due to Severe Acute Respiratory Syndrome-associated Coronavirus (""SARS-CoV""), including asymptomatic infection.  Note that SARS-CoV is the virus that causes ""SARS"" and is not to be confused with SARS-CoV-2, the cause of COVID-19.  Sometimes SARS-CoV is referred to as ""SARS-CoV-1"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Diagnostic concepts that refer generally to coronaviruses (including SARS-associated coronaviruses generally).
2. Exposure to SARS-CoV.","Candidate codes were identified for review based on ""contains"" searches for
1. sars
2. severe acute respiratory",398447004,Severe acute respiratory syndrome (disorder),1,http://snomed.info/sct/731000124108/version/20240301
237,"Severe acute respiratory syndrome-associated coronavirus disease, Laboratory Testing for",ready for review,,2024-07-17,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Severe Acute Respiratory Syndrome-associated Coronavirus (SARS-CoV), or components thereof, in a specimen.  Note that SARS-CoV is the virus that causes ""SARS"" and is not to be confused with SARS-CoV-2, the cause of COVID-19.  Sometimes SARS-CoV is referred to as ""SARS-CoV-1"".
2. Laboratory tests used specifically to detect evidence of exposure to  SARS-CoV, e.g. tests for antibodies to that virus.","Candidate codes were identified for review based on ""contains"" searches for
1. sars
2. severe acute respiratory",,,,
